SAMPLE.ID,LAKE.NO,DOY,TAXON,LENGTH.UM,ABUNDANCE.L,GROUP
E19003118zoo,C,118,Keratella.quadrata,162.6,9.026548673,Rotifer
E19003118zoo,C,118,Nauplii,173.812,270.7964602,Nauplii
E19003118zoo,C,118,Synchaeta,207.3,9.026548673,Rotifer
E19003118zoo,C,118,Bosmina,385.736,180.5309735,SmCladocera
E19003118zoo,C,118,Cyclopoida,561.308,415.2212389,Cyclopoid
E19003118zoo,C,118,Calanoida,611.7,13.53982301,Calanoid
E19003118zoo,C,118,Daphnia,832.5,4.513274336,LgCladocera
E19003121zoo,C,121,Polyarthra,102.2833333,33.98230088,Rotifer
E19003121zoo,C,121,Keratella.cochlearis,109.56,1914.336283,Rotifer
E19003121zoo,C,121,Pompholyx,109.9,5.663716814,Rotifer
E19003121zoo,C,121,Keratella.quadrata,147.2666667,16.99115044,Rotifer
E19003121zoo,C,121,Conochilus,168,5.663716814,Rotifer
E19003121zoo,C,121,Synchaeta,171.6733333,84.95575221,Rotifer
E19003121zoo,C,121,Nauplii,172.1,96.28318584,Nauplii
E19003121zoo,C,121,Bosmina,291.97,56.63716814,SmCladocera
E19003121zoo,C,121,Cyclopoida,455.66875,90.61946903,Cyclopoid
E19003123zoo,C,123,Keratella.cochlearis,80.32,4019.734513,Rotifer
E19003123zoo,C,123,Keratella.quadrata,133.6,21.68141593,Rotifer
E19003123zoo,C,123,Nauplii,189.8875,34.69026549,Nauplii
E19003123zoo,C,123,Bosmina,284.684,572.3893805,SmCladocera
E19003123zoo,C,123,Cyclopoida,462.912,771.8584071,Cyclopoid
E19003123zoo,C,123,Calanoida,639.5625,34.69026549,Calanoid
E19003124zoo,C,124,Keratella.cochlearis,86.548,2067.522124,Rotifer
E19003124zoo,C,124,Keratella.quadrata,155.8,16.19469027,Rotifer
E19003124zoo,C,124,Nauplii,179.4333333,32.38938053,Nauplii
E19003124zoo,C,124,Bosmina,281.5777778,48.5840708,SmCladocera
E19003124zoo,C,124,Cyclopoida,446.564,205.1327434,Cyclopoid
E19003124zoo,C,124,Calanoida,583.775,21.59292035,Calanoid
E19003126zoo,C,126,Keratella.cochlearis,79.268,4426.548673,Rotifer
E19003126zoo,C,126,Keratella.quadrata,149.52,36.28318584,Rotifer
E19003126zoo,C,126,Nauplii,151.1909091,79.82300885,Nauplii
E19003126zoo,C,126,Bosmina,329.064,312.0353982,SmCladocera
E19003126zoo,C,126,Cyclopoida,481.744,377.3451327,Cyclopoid
E19003126zoo,C,126,Calanoida,745.9,21.7699115,Calanoid
E19003130zoo,C,130,Keratella.cochlearis,102.456,254.9557522,Rotifer
E19003130zoo,C,130,Nauplii,159.6166667,35.57522124,Nauplii
E19003130zoo,C,130,Keratella.quadrata,172.1,23.71681416,Rotifer
E19003130zoo,C,130,Chydorus,240.9,5.92920354,SmCladocera
E19003130zoo,C,130,Synchaeta,261.3,5.92920354,Rotifer
E19003130zoo,C,130,Bosmina,304.86,29.6460177,SmCladocera
E19003130zoo,C,130,Calanoida,433.3,5.92920354,Calanoid
E19003130zoo,C,130,Cyclopoida,534.6142857,41.50442478,Cyclopoid
E19003130zoo,C,130,Daphnia,706.7,5.92920354,LgCladocera
E19003133zoo,C,133,Polyarthra,88.01111111,68.49557522,Rotifer
E19003133zoo,C,133,Keratella.cochlearis,92.124,2671.327434,Rotifer
E19003133zoo,C,133,Nauplii,130.8347826,175.0442478,Nauplii
E19003133zoo,C,133,Keratella.quadrata,171.275,30.44247788,Rotifer
E19003133zoo,C,133,Bosmina,272,38.05309735,SmCladocera
E19003133zoo,C,133,Asplanchna,406.45,30.44247788,Rotifer
E19003133zoo,C,133,Cyclopoida,527.3166667,45.66371681,Cyclopoid
E19003137zoo,C,137,Keratella.cochlearis,99.436,130.5309735,Rotifer
E19003137zoo,C,137,Nauplii,148.016,79.6460177,Nauplii
E19003137zoo,C,137,Keratella.quadrata,155.1928571,30.97345133,Rotifer
E19003137zoo,C,137,Synchaeta,191.9625,17.69911504,Rotifer
E19003137zoo,C,137,Chydorus,246.825,17.69911504,SmCladocera
E19003137zoo,C,137,Bosmina,290.488,537.6106195,SmCladocera
E19003137zoo,C,137,Asplanchna,448.17,22.12389381,Rotifer
E19003137zoo,C,137,Cyclopoida,488.2571429,15.48672566,Cyclopoid
E19003137zoo,C,137,Daphnia,561.9,2.212389381,LgCladocera
E19003140zoo,C,140,Polyarthra,79.42,19.46902655,Rotifer
E19003140zoo,C,140,Brachionus,86.3,3.89380531,Rotifer
E19003140zoo,C,140,Keratella.cochlearis,89.828,144.0707965,Rotifer
E19003140zoo,C,140,Nauplii,146.1916667,93.45132743,Nauplii
E19003140zoo,C,140,Keratella.quadrata,160.4,7.787610619,Rotifer
E19003140zoo,C,140,Bosmina,298.7166667,23.36283186,SmCladocera
E19003140zoo,C,140,Cyclopoida,502.3,7.787610619,Cyclopoid
E19003140zoo,C,140,Asplanchna,605.5,3.89380531,Rotifer
E19003140zoo,C,140,Daphnia,692.1,3.89380531,LgCladocera
E19003142zoo,C,142,Keratella.cochlearis,82.45,26.90265487,Rotifer
E19003142zoo,C,142,Polyarthra,86.9,3.362831858,Rotifer
E19003142zoo,C,142,Nauplii,121.504,174.8672566,Nauplii
E19003142zoo,C,142,Chydorus,231.6,3.362831858,SmCladocera
E19003142zoo,C,142,Cyclopoida,312.1666667,10.08849558,Cyclopoid
E19003142zoo,C,142,Bosmina,354.3428571,23.53982301,SmCladocera
E19003142zoo,C,142,Asplanchna,420.25,6.725663717,Rotifer
E19003142zoo,C,142,Daphnia,606.308,110.9734513,LgCladocera
E19003142zoo,C,142,Calanoida,984.5666667,10.08849558,Calanoid
E19003144zoo,C,144,Keratella.cochlearis,92.25,21.23893805,Rotifer
E19003144zoo,C,144,Nauplii,142.6681818,116.8141593,Nauplii
E19003144zoo,C,144,Bosmina,284.74,26.54867257,SmCladocera
E19003144zoo,C,144,Cyclopoida,564.4666667,15.92920354,Cyclopoid
E19003144zoo,C,144,Daphnia,612.532,191.1504425,LgCladocera
E19003144zoo,C,144,Calanoida,993.0666667,15.92920354,Calanoid
E19003147zoo,C,147,Keratella.cochlearis,98.9,20.44247788,Rotifer
E19003147zoo,C,147,Nauplii,148.724,177.1681416,Nauplii
E19003147zoo,C,147,Asplanchna,166.55,27.25663717,Rotifer
E19003147zoo,C,147,Chydorus,256.8,13.62831858,SmCladocera
E19003147zoo,C,147,Bosmina,435.1,6.814159292,SmCladocera
E19003147zoo,C,147,Daphnia,767.396,183.9823009,LgCladocera
E19003147zoo,C,147,Cyclopoida,1163.5,6.814159292,Cyclopoid
E19003147zoo,C,147,Calanoida,1226,74.95575221,Calanoid
E19003149zoo,C,149,Keratella.cochlearis,86.34,11.50442478,Rotifer
E19003149zoo,C,149,Keratella.quadrata,144.9,13.80530973,Rotifer
E19003149zoo,C,149,Nauplii,163.904,94.33628319,Nauplii
E19003149zoo,C,149,Chydorus,249.82,23.00884956,SmCladocera
E19003149zoo,C,149,Calanoida,572.86,11.50442478,Calanoid
E19003149zoo,C,149,Cyclopoida,584.5,11.50442478,Cyclopoid
E19003149zoo,C,149,Daphnia,615.26,11.50442478,LgCladocera
E19003151zoo,C,151,Keratella.cochlearis,86.42,10.17699115,Rotifer
E19003151zoo,C,151,Nauplii,118.668,120.0884956,Nauplii
E19003151zoo,C,151,Keratella.quadrata,131.4,4.07079646,Rotifer
E19003151zoo,C,151,Chydorus,193.1,4.07079646,SmCladocera
E19003151zoo,C,151,Bosmina,279.35,4.07079646,SmCladocera
E19003151zoo,C,151,Daphnia,496.2,2.03539823,LgCladocera
E19003151zoo,C,151,Calanoida,584.3,14.24778761,Calanoid
E19003151zoo,C,151,Cyclopoida,828.1,4.07079646,Cyclopoid
E19003154zoo,C,154,Nauplii,148.2,153.3185841,Nauplii
E19003154zoo,C,154,Keratella.quadrata,160.46,9.955752212,Rotifer
E19003154zoo,C,154,Chydorus,222,1.991150442,SmCladocera
E19003154zoo,C,154,Cyclopoida,569.8,3.982300885,Cyclopoid
E19003154zoo,C,154,Calanoida,579.908,51.7699115,Calanoid
E19003154zoo,C,154,Daphnia,694.2,3.982300885,LgCladocera
E19003161zoo,C,161,Brachionus,92.1,15.39823009,Rotifer
E19003161zoo,C,161,Keratella.cochlearis,140.15,10.26548673,Rotifer
E19003161zoo,C,161,Nauplii,151.092,164.2477876,Nauplii
E19003161zoo,C,161,Keratella.quadrata,156.6571429,35.92920354,Rotifer
E19003161zoo,C,161,Cyclopoida,304.6272727,56.46017699,Cyclopoid
E19003161zoo,C,161,Ceriodaphnia,353.2083333,61.59292035,LgCladocera
E19003161zoo,C,161,Calanoida,526.65,20.53097345,Calanoid
E19003161zoo,C,161,Daphnia,595.4,10.26548673,LgCladocera
E19003168zoo,C,168,Nauplii,122.76,70.39823009,Nauplii
E19003168zoo,C,168,Keratella.cochlearis,152.8,1.902654867,Rotifer
E19003168zoo,C,168,Keratella.quadrata,161.45,3.805309735,Rotifer
E19003168zoo,C,168,Cyclopoida,306.5,3.805309735,Cyclopoid
E19003168zoo,C,168,Ceriodaphnia,457.95,11.4159292,LgCladocera
E19003168zoo,C,168,Daphnia,658.6,5.707964602,LgCladocera
E19003168zoo,C,168,Calanoida,780.375,22.83185841,Calanoid
E19003170zoo,C,170,Brachionus,67.4,6.017699115,Rotifer
E19003170zoo,C,170,Pompholyx,87.25,12.03539823,Rotifer
E19003170zoo,C,170,Keratella.cochlearis,103.5666667,18.05309735,Rotifer
E19003170zoo,C,170,Keratella.quadrata,135.4,6.017699115,Rotifer
E19003170zoo,C,170,Nauplii,148.3058824,102.300885,Nauplii
E19003170zoo,C,170,Chydorus,255.5388889,108.3185841,SmCladocera
E19003170zoo,C,170,Bosmina,278.2666667,18.05309735,SmCladocera
E19003170zoo,C,170,Ceriodaphnia,408.95,12.03539823,LgCladocera
E19003170zoo,C,170,Cyclopoida,468.8461538,78.2300885,Cyclopoid
E19003170zoo,C,170,Calanoida,578,6.017699115,Calanoid
E19003170zoo,C,170,Simocephalus,866.55,12.03539823,LgCladocera
E19003172zoo,C,172,Keratella.cochlearis,96.5,5.368731563,Rotifer
E19003172zoo,C,172,Pompholyx,114.4,2.684365782,Rotifer
E19003172zoo,C,172,Keratella.quadrata,140.6333333,8.053097345,Rotifer
E19003172zoo,C,172,Nauplii,156.035,53.68731563,Nauplii
E19003172zoo,C,172,Cyclopoida,434.65,10.73746313,Cyclopoid
E19003172zoo,C,172,Ceriodaphnia,435.24,13.42182891,LgCladocera
E19003172zoo,C,172,Daphnia,548.34,13.42182891,LgCladocera
E19003172zoo,C,172,Calanoida,885.708,112.7433628,Calanoid
E19003179zoo,C,179,Keratella.cochlearis,84.4,6.10619469,Rotifer
E19003179zoo,C,179,Conochilus,136.8,12.21238938,Rotifer
E19003179zoo,C,179,Nauplii,175.144,164.8672566,Nauplii
E19003179zoo,C,179,Bosmina,327.3,6.10619469,SmCladocera
E19003179zoo,C,179,Ceriodaphnia,377,18.31858407,LgCladocera
E19003179zoo,C,179,Simocephalus,609.1,12.21238938,LgCladocera
E19003179zoo,C,179,Daphnia,669.01,61.0619469,LgCladocera
E19003179zoo,C,179,Cyclopoida,669.775,24.42477876,Cyclopoid
E19003179zoo,C,179,Calanoida,838.0818182,67.16814159,Calanoid
E19003182zoo,C,182,Keratella.cochlearis,137.3333333,8.362831858,Rotifer
E19003182zoo,C,182,Keratella.quadrata,152.9,2.787610619,Rotifer
E19003182zoo,C,182,Nauplii,192.864,75.26548673,Nauplii
E19003182zoo,C,182,Chydorus,273.4,13.9380531,SmCladocera
E19003182zoo,C,182,Bosmina,283.7,11.15044248,SmCladocera
E19003182zoo,C,182,Calanoida,519.4117647,50.17699115,Calanoid
E19003182zoo,C,182,Ceriodaphnia,524.375,11.15044248,LgCladocera
E19003182zoo,C,182,Cyclopoida,562.25,5.575221239,Cyclopoid
E19003196zoo,C,196,Nauplii,120.412,208.1415929,Nauplii
E19003196zoo,C,196,Ceriodaphnia,281.5,4.247787611,LgCladocera
E19003196zoo,C,196,Cyclopoida,428.675,16.99115044,Cyclopoid
E19003196zoo,C,196,Diaphanosoma,463.6285714,29.73451327,LgCladocera
E19003196zoo,C,196,Daphnia,531.4,4.247787611,LgCladocera
E19003196zoo,C,196,Calanoida,700.1,16.99115044,Calanoid
E19003204zoo,C,204,Keratella.cochlearis,124.3,4.336283186,Rotifer
E19003204zoo,C,204,Mytilina,150.1,4.336283186,Rotifer
E19003204zoo,C,204,Nauplii,173.05625,69.38053097,Nauplii
E19003204zoo,C,204,Platyias,200.4,4.336283186,Rotifer
E19003204zoo,C,204,Chydorus,237.98,134.4247788,SmCladocera
E19003204zoo,C,204,Ceriodaphnia,372.9214286,60.7079646,LgCladocera
E19003204zoo,C,204,Cyclopoida,407.8736842,82.38938053,Cyclopoid
E19003204zoo,C,204,Diaphanosoma,486.54,21.68141593,LgCladocera
E19003204zoo,C,204,Calanoida,801.36,21.68141593,Calanoid
E19004115zoo,D,115,Pompholyx,101.7,5.044247788,Rotifer
E19004115zoo,D,115,Polyarthra,109.25,45.39823009,Rotifer
E19004115zoo,D,115,Keratella.cochlearis,128.376,1089.557522,Rotifer
E19004115zoo,D,115,Nauplii,149.016,141.2389381,Nauplii
E19004115zoo,D,115,Filinia,153.75,10.08849558,Rotifer
E19004115zoo,D,115,Synchaeta,157.1,5.044247788,Rotifer
E19004115zoo,D,115,Bosmina,332.0222222,45.39823009,SmCladocera
E19004115zoo,D,115,Cyclopoida,479.1142857,35.30973451,Cyclopoid
E19004118zoo,D,118,Polyarthra,96.8,16.81415929,Rotifer
E19004118zoo,D,118,Keratella.cochlearis,99.112,1815.929204,Rotifer
E19004118zoo,D,118,Filinia,131,6.725663717,Rotifer
E19004118zoo,D,118,Pompholyx,155.2666667,20.17699115,Rotifer
E19004118zoo,D,118,Keratella.quadrata,158.4666667,10.08849558,Rotifer
E19004118zoo,D,118,Synchaeta,185.725,13.45132743,Rotifer
E19004118zoo,D,118,Nauplii,208.736,121.0619469,Nauplii
E19004118zoo,D,118,Bosmina,381.496,289.2035398,SmCladocera
E19004118zoo,D,118,Calanoida,539.05,13.45132743,Calanoid
E19004118zoo,D,118,Cyclopoida,541.556,329.5575221,Cyclopoid
E19004121zoo,D,121,Conochilus,72.9,4.336283186,Rotifer
E19004121zoo,D,121,Filinia,80.1,4.336283186,Rotifer
E19004121zoo,D,121,Polyarthra,84.12,43.36283186,Rotifer
E19004121zoo,D,121,Keratella.cochlearis,99.212,2098.761062,Rotifer
E19004121zoo,D,121,Synchaeta,163.548,121.4159292,Rotifer
E19004121zoo,D,121,Keratella.quadrata,173,26.01769912,Rotifer
E19004121zoo,D,121,Nauplii,173.764,169.1150442,Nauplii
E19004121zoo,D,121,Bosmina,282.3285714,30.3539823,SmCladocera
E19004121zoo,D,121,Cyclopoida,438.388,112.7433628,Cyclopoid
E19004124zoo,D,124,Polyarthra,91.5,7.699115044,Rotifer
E19004124zoo,D,124,Conochilus,100.7666667,23.09734513,Rotifer
E19004124zoo,D,124,Keratella.cochlearis,106.016,4758.053097,Rotifer
E19004124zoo,D,124,Pompholyx,151.04,38.49557522,Rotifer
E19004124zoo,D,124,Nauplii,154.8263158,146.2831858,Nauplii
E19004124zoo,D,124,Keratella.quadrata,156.6666667,23.09734513,Rotifer
E19004124zoo,D,124,Brachionus,172.7,7.699115044,Rotifer
E19004124zoo,D,124,Synchaeta,173.45,30.79646018,Rotifer
E19004124zoo,D,124,Bosmina,306.6071429,107.7876106,SmCladocera
E19004124zoo,D,124,Asplanchna,354.7,7.699115044,Rotifer
E19004124zoo,D,124,Cyclopoida,422.132,384.9557522,Cyclopoid
E19004124zoo,D,124,Calanoida,465.3666667,23.09734513,Calanoid
E19004125zoo,D,125,Keratella.cochlearis,77.316,4125.663717,Rotifer
E19004125zoo,D,125,Filinia,108.8,3.716814159,Rotifer
E19004125zoo,D,125,Keratella.quadrata,156.5142857,26.01769912,Rotifer
E19004125zoo,D,125,Nauplii,165.4789474,70.61946903,Nauplii
E19004125zoo,D,125,Bosmina,265.996,137.5221239,SmCladocera
E19004125zoo,D,125,Cyclopoida,469.464,386.5486726,Cyclopoid
E19004125zoo,D,125,Calanoida,685.3,7.433628319,Calanoid
E19004126zoo,D,126,Keratella.cochlearis,78.132,1619.911504,Rotifer
E19004126zoo,D,126,Nauplii,138.5764706,52.65486726,Nauplii
E19004126zoo,D,126,Keratella.quadrata,165.74,15.48672566,Rotifer
E19004126zoo,D,126,Bosmina,286.28,15.48672566,SmCladocera
E19004126zoo,D,126,Cyclopoida,429.1117647,52.65486726,Cyclopoid
E19004130zoo,D,130,Keratella.cochlearis,106.608,961.5044248,Rotifer
E19004130zoo,D,130,Nauplii,122.564,140.7079646,Nauplii
E19004130zoo,D,130,Keratella.quadrata,171.125,37.52212389,Rotifer
E19004130zoo,D,130,Bosmina,283.9692308,60.97345133,SmCladocera
E19004130zoo,D,130,Cyclopoida,448.8857143,32.83185841,Cyclopoid
E19004130zoo,D,130,Calanoida,833.96,23.45132743,Calanoid
E19004130zoo,D,130,Daphnia,978.7333333,14.07079646,LgCladocera
E19004133zoo,D,133,Keratella.cochlearis,122.04,861.5044248,Rotifer
E19004133zoo,D,133,Nauplii,131.092,413.7168142,Nauplii
E19004133zoo,D,133,Synchaeta,153.15,9.734513274,Rotifer
E19004133zoo,D,133,Keratella.quadrata,160.6692308,63.27433628,Rotifer
E19004133zoo,D,133,Bosmina,288.036,121.6814159,SmCladocera
E19004133zoo,D,133,Asplanchna,426.55,9.734513274,Rotifer
E19004133zoo,D,133,Cyclopoida,579.4692308,63.27433628,Cyclopoid
E19004133zoo,D,133,Calanoida,1097.8,9.734513274,Calanoid
E19004137zoo,D,137,Keratella.cochlearis,101.536,89.82300885,Rotifer
E19004137zoo,D,137,Keratella.quadrata,151.7,6.194690265,Rotifer
E19004137zoo,D,137,Nauplii,160.03,30.97345133,Nauplii
E19004137zoo,D,137,Chydorus,251.175,12.38938053,SmCladocera
E19004137zoo,D,137,Bosmina,313.028,325.2212389,SmCladocera
E19004137zoo,D,137,Asplanchna,362.35,6.194690265,Rotifer
E19004137zoo,D,137,Cyclopoida,581.075,49.55752212,Cyclopoid
E19004137zoo,D,137,Daphnia,766.15,6.194690265,LgCladocera
E19004137zoo,D,137,Calanoida,1045.5,15.48672566,Calanoid
E19004140zoo,D,140,Keratella.cochlearis,93.30909091,81.7699115,Rotifer
E19004140zoo,D,140,Nauplii,131.304,137.5221239,Nauplii
E19004140zoo,D,140,Keratella.quadrata,156.7,3.716814159,Rotifer
E19004140zoo,D,140,Cyclopoida,324.8,3.716814159,Cyclopoid
E19004140zoo,D,140,Bosmina,339.2,14.86725664,SmCladocera
E19004140zoo,D,140,Daphnia,710.5,3.716814159,LgCladocera
E19004142zoo,D,142,Trichocerca,78.7,2.699115044,Rotifer
E19004142zoo,D,142,Keratella.cochlearis,110.3411765,45.88495575,Rotifer
E19004142zoo,D,142,Lecane,117.4,5.398230088,Rotifer
E19004142zoo,D,142,Keratella.quadrata,165.5666667,8.097345133,Rotifer
E19004142zoo,D,142,Nauplii,170.324,137.6548673,Nauplii
E19004142zoo,D,142,Chydorus,284.1,2.699115044,SmCladocera
E19004142zoo,D,142,Ceriodaphnia,299.2,2.699115044,LgCladocera
E19004142zoo,D,142,Bosmina,350.06,13.49557522,SmCladocera
E19004142zoo,D,142,Cyclopoida,448.5,18.89380531,Cyclopoid
E19004142zoo,D,142,Asplanchna,450.5333333,8.097345133,Rotifer
E19004142zoo,D,142,Daphnia,742.2666667,40.48672566,LgCladocera
E19004142zoo,D,142,Calanoida,969.0941176,45.88495575,Calanoid
E19004144zoo,D,144,Keratella.cochlearis,86.08571429,35.92920354,Rotifer
E19004144zoo,D,144,Nauplii,152.7117647,87.25663717,Nauplii
E19004144zoo,D,144,Keratella.quadrata,176.1,5.132743363,Rotifer
E19004144zoo,D,144,Chydorus,198.9,5.132743363,SmCladocera
E19004144zoo,D,144,Bosmina,385.7,25.66371681,SmCladocera
E19004144zoo,D,144,Asplanchna,464.4,10.26548673,Rotifer
E19004144zoo,D,144,Cyclopoida,531.48,25.66371681,Cyclopoid
E19004144zoo,D,144,Daphnia,731.32,179.6460177,LgCladocera
E19004144zoo,D,144,Calanoida,1016.783333,61.59292035,Calanoid
E19004147zoo,D,147,Keratella.cochlearis,88.5,13.45132743,Rotifer
E19004147zoo,D,147,Pompholyx,137.9,3.362831858,Rotifer
E19004147zoo,D,147,Nauplii,163.85,53.80530973,Nauplii
E19004147zoo,D,147,Chydorus,231.4,10.08849558,SmCladocera
E19004147zoo,D,147,Bosmina,368,3.362831858,SmCladocera
E19004147zoo,D,147,Calanoida,865.4666667,20.17699115,Calanoid
E19004147zoo,D,147,Daphnia,935.152,104.2477876,LgCladocera
E19004149zoo,D,149,Lecane,101.27,19.02654867,Rotifer
E19004149zoo,D,149,Keratella.cochlearis,109.42,9.513274336,Rotifer
E19004149zoo,D,149,Keratella.quadrata,149.4545455,20.92920354,Rotifer
E19004149zoo,D,149,Nauplii,158.8,32.34513274,Nauplii
E19004149zoo,D,149,Chydorus,251.6,17.12389381,SmCladocera
E19004149zoo,D,149,Ceriodaphnia,466.8,1.902654867,LgCladocera
E19004149zoo,D,149,Cyclopoida,523.6,5.707964602,Cyclopoid
E19004149zoo,D,149,Calanoida,907.145,38.05309735,Calanoid
E19004149zoo,D,149,Daphnia,1019.114286,13.31858407,LgCladocera
E19004154zoo,D,154,Polyarthra,75.8,2.241887906,Rotifer
E19004154zoo,D,154,Conochilus,115.45,4.483775811,Rotifer
E19004154zoo,D,154,Keratella.cochlearis,139.2,6.725663717,Rotifer
E19004154zoo,D,154,Nauplii,143.628,82.94985251,Nauplii
E19004154zoo,D,154,Keratella.quadrata,162.15,4.483775811,Rotifer
E19004154zoo,D,154,Calanoida,912.95,35.87020649,Calanoid
E19004154zoo,D,154,Daphnia,1178.618182,49.32153392,LgCladocera
E19004161zoo,D,161,Lecane,111.4,2.522123894,Rotifer
E19004161zoo,D,161,Pompholyx,129.2,2.522123894,Rotifer
E19004161zoo,D,161,Nauplii,129.412,201.7699115,Nauplii
E19004161zoo,D,161,Keratella.cochlearis,141.8333333,7.566371681,Rotifer
E19004161zoo,D,161,Monostyla,152.3,2.522123894,Rotifer
E19004161zoo,D,161,Keratella.quadrata,196.2,2.522123894,Rotifer
E19004161zoo,D,161,Ceriodaphnia,369.65,5.044247788,LgCladocera
E19004161zoo,D,161,Calanoida,757.7333333,15.13274336,Calanoid
E19004161zoo,D,161,Daphnia,1024.895,50.44247788,LgCladocera
E19004168zoo,D,168,Nauplii,139.692,132.7433628,Nauplii
E19004168zoo,D,168,Daphnia,738.696,138.0530973,LgCladocera
E19004168zoo,D,168,Calanoida,888.98,53.09734513,Calanoid
E19004170zoo,D,170,Keratella.cochlearis,92.3,2.03539823,Rotifer
E19004170zoo,D,170,Nauplii,152.6,99.73451327,Nauplii
E19004170zoo,D,170,Keratella.quadrata,184.2,2.03539823,Rotifer
E19004170zoo,D,170,Bosmina,294.3,4.07079646,SmCladocera
E19004170zoo,D,170,Cyclopoida,572.38,10.17699115,Cyclopoid
E19004170zoo,D,170,Daphnia,976.075,8.14159292,LgCladocera
E19004170zoo,D,170,Simocephalus,1313.8,2.03539823,LgCladocera
E19004179zoo,D,179,Polyarthra,87.6,0.458567981,Rotifer
E19004179zoo,D,179,Brachionus,115.76,2.292839903,Rotifer
E19004179zoo,D,179,Conochilus,122.7,0.917135961,Rotifer
E19004179zoo,D,179,Keratella.cochlearis,135.6666667,1.375703942,Rotifer
E19004179zoo,D,179,Keratella.quadrata,143.9444444,4.127111826,Rotifer
E19004179zoo,D,179,Nauplii,159.3,0.917135961,Nauplii
E19004179zoo,D,179,Bosmina,248.025,3.668543846,SmCladocera
E19004179zoo,D,179,Chydorus,268.2285714,3.209975865,SmCladocera
E19004179zoo,D,179,Calanoida,501.8,0.458567981,Calanoid
E19004179zoo,D,179,Daphnia,597.5,1.834271923,LgCladocera
E19004179zoo,D,179,Diaphanosoma,640.8,0.458567981,LgCladocera
E19004179zoo,D,179,Ceriodaphnia,661.6363636,5.044247788,LgCladocera
E19004182zoo,D,182,Keratella.cochlearis,140.3,2.418879056,Rotifer
E19004182zoo,D,182,Nauplii,180.85,2.418879056,Nauplii
E19004182zoo,D,182,Chydorus,245.352,38.7020649,SmCladocera
E19004182zoo,D,182,Bosmina,298.4,2.418879056,SmCladocera
E19004182zoo,D,182,Ceriodaphnia,325.27,12.09439528,LgCladocera
E19004182zoo,D,182,Calanoida,399,1.209439528,Calanoid
E19004182zoo,D,182,Simocephalus,626.9136364,26.60766962,LgCladocera
E19004196zoo,D,196,Lecane,111.8909091,42.18289086,Rotifer
E19004196zoo,D,196,Nauplii,165,15.33923304,Nauplii
E19004196zoo,D,196,Alonella,200.8,3.83480826,SmCladocera
E19004196zoo,D,196,Chydorus,227.64,145.7227139,SmCladocera
E19004196zoo,D,196,Camptocercus,294.4,7.669616519,LgCladocera
E19004196zoo,D,196,Cyclopoida,381.2,19.1740413,Cyclopoid
E19004196zoo,D,196,Ceriodaphnia,394.84,19.1740413,LgCladocera
E19004196zoo,D,196,Simocephalus,660.6666667,11.50442478,LgCladocera
E19004204zoo,D,204,Lecane,101.7333333,8.89380531,Rotifer
E19004204zoo,D,204,Nauplii,146.7545455,32.61061947,Nauplii
E19004204zoo,D,204,Mytilina,159.8,2.96460177,Rotifer
E19004204zoo,D,204,Chydorus,220.1714286,41.50442478,SmCladocera
E19004204zoo,D,204,Asplanchna,256.6,2.96460177,Rotifer
E19004204zoo,D,204,Camptocercus,300.8,17.78761062,LgCladocera
E19004204zoo,D,204,Ceriodaphnia,410.1,14.82300885,LgCladocera
E19004204zoo,D,204,Alona,536.5,2.96460177,SmCladocera
E19004204zoo,D,204,Simocephalus,609,2.96460177,LgCladocera
E19004204zoo,D,204,Cyclopoida,654.24,14.82300885,Cyclopoid
E19005115zoo,E,115,Pompholyx,87.1,6.283185841,Rotifer
E19005115zoo,E,115,Filinia,91.4,12.56637168,Rotifer
E19005115zoo,E,115,Synchaeta,107.6,6.283185841,Rotifer
E19005115zoo,E,115,Keratella.cochlearis,130.58,892.2123894,Rotifer
E19005115zoo,E,115,Nauplii,175.6789474,119.380531,Nauplii
E19005115zoo,E,115,Testudinella,240.6,6.283185841,Rotifer
E19005115zoo,E,115,Cyclopoida,451.04,31.4159292,Cyclopoid
E19005118zoo,E,118,Keratella.cochlearis,107.468,3097.522124,Rotifer
E19005118zoo,E,118,Polyarthra,110.32,32.74336283,Rotifer
E19005118zoo,E,118,Pompholyx,147.4,13.09734513,Rotifer
E19005118zoo,E,118,Filinia,155.5,6.548672566,Rotifer
E19005118zoo,E,118,Synchaeta,161.55,13.09734513,Rotifer
E19005118zoo,E,118,Nauplii,163.404,209.5575221,Nauplii
E19005118zoo,E,118,Ceriodaphnia,216.1,13.09734513,LgCladocera
E19005118zoo,E,118,Bosmina,335.092,969.2035398,SmCladocera
E19005118zoo,E,118,Daphnia,553.4,26.19469027,LgCladocera
E19005118zoo,E,118,Cyclopoida,554.504,766.1946903,Cyclopoid
E19005121zoo,E,121,Polyarthra,77.925,36.10619469,Rotifer
E19005121zoo,E,121,Trichocerca,82.1,9.026548673,Rotifer
E19005121zoo,E,121,Keratella.cochlearis,97.34,3682.831858,Rotifer
E19005121zoo,E,121,Nauplii,149.848,270.7964602,Nauplii
E19005121zoo,E,121,Keratella.quadrata,163.55,18.05309735,Rotifer
E19005121zoo,E,121,Synchaeta,167.7,63.18584071,Rotifer
E19005121zoo,E,121,Bosmina,295.69375,144.4247788,SmCladocera
E19005121zoo,E,121,Cyclopoida,355.6958333,216.6371681,Cyclopoid
